362064961211,"ViNO - Vihreiden nuorten ja opiskelijoiden liitto","771","Non-profit organization"
147282008634632,"Demarinuoret - Sosialidemokraattiset Nuoret ry","557","Community"
302480422335,"Vasemmistonuoret","1577","Political organization"
28469960111,"Kokoomusnuoret","893","Political organization"
345922778446,"Keskustan Opiskelijaliitto","232","Government organization"
182872670184,"Piraattinuoret","282","Local business"
133551219988558,"Perussuomalaiset Nuoret","1098","Political organization"
246600205352746,"KD Nuoret","80","Local business"
172659206933,"Svensk Ungdom","947","Political organization"
